request_id,req_type,width,height,steps,seed,send_ts,arrival_ts,return_ts,backend,status_code,ok,e2e_s,error
baseline-00239,1024x1024_25,1024,1024,25,700239,1776515343.5130255,,1776516607.5409997,,200,True,1264.0279756550444,
baseline-00240,1024x1024_25,1024,1024,25,700240,1776515343.519529,,1776516823.591473,,200,True,1480.0719461980043,
baseline-00241,1024x1024_25,1024,1024,25,700241,1776515343.526071,,1776516610.9075239,,200,True,1267.3814542118926,
baseline-00242,1024x1024_25,1024,1024,25,700242,1776515343.5326645,,1776516790.3465989,,200,True,1446.8139370750869,
baseline-00243,1536x1536_35,1536,1536,35,700243,1776515343.539312,,1776516524.3065424,,200,True,1180.7672322309809,
baseline-00244,768x768_20,768,768,20,700244,1776515343.5459943,,1776516342.5897505,,200,True,999.0437580470461,
baseline-00245,1024x1024_25,1024,1024,25,700245,1776515343.5526996,,1776516631.6369636,,200,True,1288.0842660159105,
baseline-00246,768x768_20,768,768,20,700246,1776515343.559464,,1776516840.532028,,200,True,1496.9725656110095,
baseline-00247,768x768_20,768,768,20,700247,1776515343.5662618,,1776516626.6140888,,200,True,1283.0478281939868,
baseline-00248,1024x1024_25,1024,1024,25,700248,1776515343.5731437,,1776516814.7088253,,200,True,1471.1356832790188,
baseline-00249,768x768_20,768,768,20,700249,1776515343.580043,,1776516540.1654925,,200,True,1196.585451007937,
baseline-00250,768x768_20,768,768,20,700250,1776515343.5869765,,1776516358.722232,,200,True,1015.1352567090653,
baseline-00251,1024x1024_25,1024,1024,25,700251,1776515343.5939476,,1776516655.715527,,200,True,1312.1215813059825,
baseline-00252,512x512_20,512,512,20,700252,1776515343.6009982,,1776516857.017689,,200,True,1513.4166924819583,
baseline-00253,1024x1024_25,1024,1024,25,700253,1776515343.6080601,,1776516651.0977173,,200,True,1307.4896588310366,
baseline-00254,1536x1536_35,1536,1536,35,700254,1776515343.6151786,,1776516897.271019,,200,True,1553.6558434459148,
baseline-00255,1536x1536_35,1536,1536,35,700255,1776515343.6223357,,1776516623.3369148,,200,True,1279.7145806089975,
baseline-00256,512x512_20,512,512,20,700256,1776515343.6295593,,1776516374.4603262,,200,True,1030.830768557964,
baseline-00257,768x768_20,768,768,20,700257,1776515343.63683,,1776516672.646505,,200,True,1329.0096766750794,
baseline-00258,768x768_20,768,768,20,700258,1776515343.64434,,1776516873.6158729,,200,True,1529.9715340199182,
baseline-00259,1536x1536_35,1536,1536,35,700259,1776515343.6517394,,1776516734.7031593,,200,True,1391.0514223449863,
baseline-00260,1536x1536_35,1536,1536,35,700260,1776515343.6591222,,1776516979.1458824,,200,True,1635.4867620290024,
baseline-00261,1536x1536_35,1536,1536,35,700261,1776515343.666583,,1776516705.275588,,200,True,1361.6090071980143,
baseline-00262,768x768_20,768,768,20,700262,1776515343.6740758,,1776516391.6642673,,200,True,1047.9901931181084,
baseline-00263,768x768_20,768,768,20,700263,1776515343.681598,,1776516690.5874233,,200,True,1346.9058265279746,
baseline-00264,1024x1024_25,1024,1024,25,700264,1776515343.6891704,,1776516898.1642032,,200,True,1554.4750342599582,
baseline-00265,1024x1024_25,1024,1024,25,700265,1776515343.696778,,1776516757.7348921,,200,True,1414.038116037962,
baseline-00266,1024x1024_25,1024,1024,25,700266,1776515343.7044694,,1776517002.4540007,,200,True,1658.7495338909794,
baseline-00267,1536x1536_35,1536,1536,35,700267,1776515343.7121863,,1776516787.672174,,200,True,1443.9599898249144,
baseline-00268,1024x1024_25,1024,1024,25,700268,1776515343.7199376,,1776516416.3005805,,200,True,1072.5806441659806,
baseline-00269,512x512_20,512,512,20,700269,1776515343.7277243,,1776516708.858341,,200,True,1365.1306188879535,
baseline-00270,1024x1024_25,1024,1024,25,700270,1776515343.7355654,,1776516922.061753,,200,True,1578.3261907680426,
baseline-00271,768x768_20,768,768,20,700271,1776515343.743456,,1776516773.7388904,,200,True,1429.9954356470844,
baseline-00272,1024x1024_25,1024,1024,25,700272,1776515343.75138,,1776517026.4761286,,200,True,1682.7247510879533,
baseline-00273,1536x1536_35,1536,1536,35,700273,1776515343.7593367,,1776516869.8608294,,200,True,1526.101494353963,
baseline-00274,512x512_20,512,512,20,700274,1776515343.7673466,,1776516432.279719,,200,True,1088.5123742959695,
baseline-00275,512x512_20,512,512,20,700275,1776515343.775397,,1776516727.3299763,,200,True,1383.5545807679882,
baseline-00276,512x512_20,512,512,20,700276,1776515343.7834852,,1776516938.1299193,,200,True,1594.3464349979768,
baseline-00277,1024x1024_25,1024,1024,25,700277,1776515343.7916424,,1776516798.3052726,,200,True,1454.513631740003,
baseline-00278,768x768_20,768,768,20,700278,1776515343.799852,,1776517041.316943,,200,True,1697.517092294991,
baseline-00279,1024x1024_25,1024,1024,25,700279,1776515343.8080845,,1776516893.3790336,,200,True,1549.5709505869308,
baseline-00280,1024x1024_25,1024,1024,25,700280,1776515343.8163822,,1776516456.9818966,,200,True,1113.1655160170048,
baseline-00281,768x768_20,768,768,20,700281,1776515343.82473,,1776516745.7085166,,200,True,1401.8837886149995,
baseline-00282,1024x1024_25,1024,1024,25,700282,1776515343.8331048,,1776516962.707816,,200,True,1618.874712634948,
baseline-00283,768x768_20,768,768,20,700283,1776515343.8415017,,1776516814.2453787,,200,True,1470.403879318037,
baseline-00284,1024x1024_25,1024,1024,25,700284,1776515343.8499632,,1776517065.7284708,,200,True,1721.8785093129845,
baseline-00285,1536x1536_35,1536,1536,35,700285,1776515343.8587248,,1776516976.3364375,,200,True,1632.4777148410212,
baseline-00286,1024x1024_25,1024,1024,25,700286,1776515343.8672936,,1776516481.2242517,,200,True,1137.356959503959,
baseline-00287,512x512_20,512,512,20,700287,1776515343.8758972,,1776516761.2575078,,200,True,1417.381613067002,
baseline-00288,1024x1024_25,1024,1024,25,700288,1776515343.8845432,,1776516986.8168566,,200,True,1642.9323148149997,
baseline-00289,768x768_20,768,768,20,700289,1776515343.8932245,,1776516830.40818,,200,True,1486.5149580059806,
baseline-00290,512x512_20,512,512,20,700290,1776515343.901934,,1776517081.4005466,,200,True,1737.4986136869993,
baseline-00291,1024x1024_25,1024,1024,25,700291,1776515343.91071,,1776516999.7586913,,200,True,1655.8479832130251,
baseline-00292,1024x1024_25,1024,1024,25,700292,1776515343.9195404,,1776516505.4818447,,200,True,1161.5623059390346,
baseline-00293,768x768_20,768,768,20,700293,1776515343.9284012,,1776516777.2917035,,200,True,1433.363303923048,
baseline-00294,1024x1024_25,1024,1024,25,700294,1776515343.937317,,1776517011.101091,,200,True,1667.1637756869895,
baseline-00295,1024x1024_25,1024,1024,25,700295,1776515343.9462488,,1776516854.8995824,,200,True,1510.953335942002,
baseline-00296,1024x1024_25,1024,1024,25,700296,1776515343.9552343,,1776517106.0020146,,200,True,1762.046782355057,
baseline-00297,512x512_20,512,512,20,700297,1776515343.9642656,,1776517015.9188821,,200,True,1671.954618343967,
baseline-00298,512x512_20,512,512,20,700298,1776515343.9733407,,1776516522.2709851,,200,True,1178.2976457379991,
baseline-00299,1536x1536_35,1536,1536,35,700299,1776515343.9824617,,1776516860.5390975,,200,True,1516.5566385060083,
baseline-00300,1536x1536_35,1536,1536,35,700300,1776515343.9916463,,1776517094.5433257,,200,True,1750.5516833320726,
baseline-00301,1024x1024_25,1024,1024,25,700301,1776515344.0008435,,1776516879.075533,,200,True,1535.0746917510405,
baseline-00302,1024x1024_25,1024,1024,25,700302,1776515344.0100899,,1776517130.2578602,,200,True,1786.2477720639436,
baseline-00303,1024x1024_25,1024,1024,25,700303,1776515344.0194108,,1776517040.7018933,,200,True,1696.6824841219932,
baseline-00304,512x512_20,512,512,20,700304,1776515344.028758,,1776516539.9327006,,200,True,1195.903944847989,
baseline-00305,512x512_20,512,512,20,700305,1776515344.0381136,,1776516874.8827093,,200,True,1530.8445968100568,
baseline-00306,768x768_20,768,768,20,700306,1776515344.047594,,1776517109.9610016,,200,True,1765.9134113040054,
baseline-00307,1536x1536_35,1536,1536,35,700307,1776515344.0571225,,1776516962.599886,,200,True,1618.542764435988,
baseline-00308,1024x1024_25,1024,1024,25,700308,1776515344.0666478,,1776517154.2953906,,200,True,1810.2287452809978,
baseline-00309,1536x1536_35,1536,1536,35,700309,1776515344.0762005,,1776517123.6846366,,200,True,1779.6084398210514,
baseline-00310,1536x1536_35,1536,1536,35,700310,1776515344.0858219,,1776516623.093495,,200,True,1279.0076743250247,
baseline-00311,768x768_20,768,768,20,700311,1776515344.0954754,,1776516892.352221,,200,True,1548.2567470009672,
baseline-00312,768x768_20,768,768,20,700312,1776515344.109968,,1776517126.8989313,,200,True,1782.7889646110125,
baseline-00313,512x512_20,512,512,20,700313,1776515344.1197562,,1776516977.6079998,,200,True,1633.4882442660164,
baseline-00314,1024x1024_25,1024,1024,25,700314,1776515344.1295633,,1776517178.2769375,,200,True,1834.1473759140354,
baseline-00315,1536x1536_35,1536,1536,35,700315,1776515344.1394167,,1776517205.8581605,,200,True,1861.7187457060209,
baseline-00316,1024x1024_25,1024,1024,25,700316,1776515344.149301,,1776516646.6786857,,200,True,1302.5293862150284,
baseline-00317,1024x1024_25,1024,1024,25,700317,1776515344.1592443,,1776516916.8569195,,200,True,1572.6976773421047,
baseline-00318,768x768_20,768,768,20,700318,1776515344.1692297,,1776517143.5096827,,200,True,1799.3404555909801,
baseline-00319,1536x1536_35,1536,1536,35,700319,1776515344.1792648,,1776517061.7270076,,200,True,1717.5477448670426,
baseline-00320,1536x1536_35,1536,1536,35,700320,1776515344.1893182,,1776517261.1176763,,200,True,1916.9283606620738,
baseline-00321,1536x1536_35,1536,1536,35,700321,1776515344.1994243,,1776517287.815343,,200,True,1943.6159211959457,
baseline-00322,1024x1024_25,1024,1024,25,700322,1776515344.2095683,,1776516671.216536,,200,True,1327.0069694820559,
baseline-00323,1536x1536_35,1536,1536,35,700323,1776515344.219769,,1776516999.7108734,,200,True,1655.4911068149377,
baseline-00324,512x512_20,512,512,20,700324,1776515344.230004,,1776517160.3539207,,200,True,1816.123918037978,
baseline-00325,1024x1024_25,1024,1024,25,700325,1776515344.2402802,,1776517085.1464262,,200,True,1740.9061478279764,
baseline-00326,768x768_20,768,768,20,700326,1776515344.2505996,,1776517275.418752,,200,True,1931.168153861072,
baseline-00327,1536x1536_35,1536,1536,35,700327,1776515344.2609782,,1776517370.000411,,200,True,2025.7394356310833,
baseline-00328,1024x1024_25,1024,1024,25,700328,1776515344.2713983,,1776516695.3958898,,200,True,1351.1244930959074,
baseline-00329,1536x1536_35,1536,1536,35,700329,1776515344.2818546,,1776517082.219252,,200,True,1737.9373994539492,
baseline-00330,1024x1024_25,1024,1024,25,700330,1776515344.292364,,1776517185.2903006,,200,True,1840.9979383510072,
baseline-00331,768x768_20,768,768,20,700331,1776515344.3028874,,1776517100.8358016,,200,True,1756.5329160339897,
baseline-00332,1024x1024_25,1024,1024,25,700332,1776515344.3134606,,1776517299.6992695,,200,True,1955.385811400949,
baseline-00333,512x512_20,512,512,20,700333,1776515344.324103,,1776517386.1571987,,200,True,2041.8330965739442,
baseline-00334,1536x1536_35,1536,1536,35,700334,1776515344.3347993,,1776516778.3174088,,200,True,1433.9826118539786,
baseline-00335,1536x1536_35,1536,1536,35,700335,1776515344.3455074,,1776517164.4815314,,200,True,1820.136025922955,
baseline-00336,768x768_20,768,768,20,700336,1776515344.3562722,,1776517201.240676,,200,True,1856.8844051879132,
baseline-00337,1024x1024_25,1024,1024,25,700337,1776515344.3670747,,1776517125.201709,,200,True,1780.834636149928,
baseline-00338,1024x1024_25,1024,1024,25,700338,1776515344.3781166,,1776517323.810129,,200,True,1979.432014727965,
baseline-00339,768x768_20,768,768,20,700339,1776515344.3890386,,1776517403.3337526,,200,True,2058.9447156320093,
baseline-00340,1024x1024_25,1024,1024,25,700340,1776515344.3999865,,1776516801.6071446,,200,True,1457.207159855985,
baseline-00341,768x768_20,768,768,20,700341,1776515344.4109757,,1776517181.1273863,,200,True,1836.716412569047,
baseline-00342,512x512_20,512,512,20,700342,1776515344.422023,,1776517217.8453557,,200,True,1873.4233338090125,
baseline-00343,768x768_20,768,768,20,700343,1776515344.433106,,1776517141.331773,,200,True,1796.898668967071,
baseline-00344,768x768_20,768,768,20,700344,1776515344.4442341,,1776517338.7793684,,200,True,1994.3351353470935,
baseline-00345,1536x1536_35,1536,1536,35,700345,1776515344.455413,,1776517486.8508322,,200,True,2142.3954213539837,
baseline-00346,1536x1536_35,1536,1536,35,700346,1776515344.466644,,1776516884.5596554,,200,True,1540.0930135539966,
baseline-00347,768x768_20,768,768,20,700347,1776515344.4779196,,1776517199.0901146,,200,True,1854.6121972550172,
baseline-00348,1024x1024_25,1024,1024,25,700348,1776515344.489226,,1776517242.5796628,,200,True,1898.0904387360206,
baseline-00349,768x768_20,768,768,20,700349,1776515344.5005517,,1776517157.5693085,,200,True,1813.0687589038862,
baseline-00350,1536x1536_35,1536,1536,35,700350,1776515344.511948,,1776517421.5312243,,200,True,2077.0192772069713,
baseline-00351,1024x1024_25,1024,1024,25,700351,1776515344.5233786,,1776517510.2349412,,200,True,2165.7115652000066,
baseline-00352,1536x1536_35,1536,1536,35,700352,1776515344.5348604,,1776516966.745739,,200,True,1622.2108822589507,
baseline-00353,512x512_20,512,512,20,700353,1776515344.5463817,,1776517216.951116,,200,True,1872.4047366530867,
baseline-00354,1536x1536_35,1536,1536,35,700354,1776515344.5580153,,1776517325.8771229,,200,True,1981.319109166041,
baseline-00355,768x768_20,768,768,20,700355,1776515344.5696318,,1776517173.6103575,,200,True,1829.040727132,
baseline-00356,1536x1536_35,1536,1536,35,700356,1776515344.5812745,,1776517503.458752,,200,True,2158.8774805950234,
baseline-00357,768x768_20,768,768,20,700357,1776515344.5929718,,1776517527.170004,,200,True,2182.577033502981,
baseline-00358,512x512_20,512,512,20,700358,1776515344.6046782,,1776516981.6412573,,200,True,1637.0365807840135,
baseline-00359,1024x1024_25,1024,1024,25,700359,1776515344.61646,,1776517241.706635,,200,True,1897.090176593978,
baseline-00360,1024x1024_25,1024,1024,25,700360,1776515344.6282976,,1776517348.92936,,200,True,2004.3010640250286,
baseline-00361,768x768_20,768,768,20,700361,1776515344.6401732,,1776517189.8027864,,200,True,1845.1626145399641,
baseline-00362,1024x1024_25,1024,1024,25,700362,1776515344.6521118,,1776517526.658092,,200,True,2182.0059818379814,
baseline-00363,1024x1024_25,1024,1024,25,700363,1776515344.664066,,1776517551.679266,,200,True,2207.015202136943,
baseline-00364,768x768_20,768,768,20,700364,1776515344.6760886,,1776516998.09517,,200,True,1653.419082848006,
baseline-00365,1024x1024_25,1024,1024,25,700365,1776515344.688369,,1776517266.0803123,,200,True,1921.3919445789652,
baseline-00366,768x768_20,768,768,20,700366,1776515344.700886,,1776517365.030104,,200,True,2020.3292195739923,
baseline-00367,1024x1024_25,1024,1024,25,700367,1776515344.7130547,,1776517214.2105522,,200,True,1869.4975013150834,
baseline-00368,512x512_20,512,512,20,700368,1776515344.7252576,,1776517541.5795348,,200,True,2196.854279080988,
baseline-00369,1536x1536_35,1536,1536,35,700369,1776515344.7374873,,1776517634.7454698,,200,True,2290.0079853989882,
baseline-00370,1024x1024_25,1024,1024,25,700370,1776515344.7497704,,1776517022.605068,,200,True,1677.8552990719909,
baseline-00371,1024x1024_25,1024,1024,25,700371,1776515344.7620702,,1776517293.5491402,,200,True,1948.7870715910103,
baseline-00372,1024x1024_25,1024,1024,25,700372,1776515344.7744226,,1776517389.1951003,,200,True,2044.4206804070855,
baseline-00373,1024x1024_25,1024,1024,25,700373,1776515344.7868466,,1776517238.310174,,200,True,1893.5233286860166,
baseline-00374,768x768_20,768,768,20,700374,1776515344.7992806,,1776517558.0505495,,200,True,2213.2512706549605,
baseline-00375,512x512_20,512,512,20,700375,1776515344.8118038,,1776517649.7450159,,200,True,2304.933212908916,
baseline-00376,1024x1024_25,1024,1024,25,700376,1776515344.8243866,,1776517046.7276947,,200,True,1701.9033096740022,
baseline-00377,768x768_20,768,768,20,700377,1776515344.836976,,1776517310.8110638,,200,True,1965.9740908530075,
baseline-00378,768x768_20,768,768,20,700378,1776515344.8496017,,1776517405.0603795,,200,True,2060.210779502988,
baseline-00379,1024x1024_25,1024,1024,25,700379,1776515344.862299,,1776517262.390104,,200,True,1917.5278087459737,
baseline-00380,1024x1024_25,1024,1024,25,700380,1776515344.8750205,,1776517582.1856377,,200,True,2237.3106187060475,
baseline-00381,768x768_20,768,768,20,700381,1776515344.8877697,,1776517667.0282536,,200,True,2322.1404852269916,
baseline-00382,768x768_20,768,768,20,700382,1776515344.900589,,1776517063.045237,,200,True,1718.1446501050377,
baseline-00383,1024x1024_25,1024,1024,25,700383,1776515344.9134524,,1776517336.7167773,,200,True,1991.803326463094,
baseline-00384,1024x1024_25,1024,1024,25,700384,1776515344.9263387,,1776517429.6221914,,200,True,2084.6958543839864,
baseline-00385,768x768_20,768,768,20,700385,1776515344.9392896,,1776517278.3485036,,200,True,1933.409215608961,
baseline-00386,512x512_20,512,512,20,700386,1776515344.9522848,,1776517597.6040435,,200,True,2252.6517600960797,
baseline-00387,1024x1024_25,1024,1024,25,700387,1776515344.9653087,,1776517691.4606864,,200,True,2346.4953797640046,
baseline-00388,1536x1536_35,1536,1536,35,700388,1776515344.978368,,1776517146.0717084,,200,True,1801.093341927044,
baseline-00389,1024x1024_25,1024,1024,25,700389,1776515344.9914515,,1776517360.94318,,200,True,2015.9517303700559,
baseline-00390,1536x1536_35,1536,1536,35,700390,1776515345.0046031,,1776517512.8391166,,200,True,2167.8345158839365,
baseline-00391,1024x1024_25,1024,1024,25,700391,1776515345.0177991,,1776517302.4820871,,200,True,1957.4642895389115,
baseline-00392,768x768_20,768,768,20,700392,1776515345.0312705,,1776517613.7923281,,200,True,2268.761059385957,
baseline-00393,1024x1024_25,1024,1024,25,700393,1776515345.044559,,1776517715.7263646,,200,True,2370.681807949906,
baseline-00394,512x512_20,512,512,20,700394,1776515345.057896,,1776517161.0848415,,200,True,1816.0269468020415,
baseline-00395,768x768_20,768,768,20,700395,1776515345.0713081,,1776517377.5940351,,200,True,2032.52272864501,
baseline-00396,1024x1024_25,1024,1024,25,700396,1776515345.0847425,,1776517536.138429,,200,True,2191.0536885689944,
baseline-00397,1024x1024_25,1024,1024,25,700397,1776515345.0982249,,1776517326.8659284,,200,True,1981.7677050719503,
baseline-00398,1024x1024_25,1024,1024,25,700398,1776515345.1117392,,1776517638.3461282,,200,True,2293.234390784055,
baseline-00399,1024x1024_25,1024,1024,25,700399,1776515345.1252968,,1776517739.9996533,,200,True,2394.874357742956,
baseline-00400,1024x1024_25,1024,1024,25,700400,1776515345.1389,,1776517185.6499941,,200,True,1840.5110958290752,
baseline-00401,768x768_20,768,768,20,700401,1776515345.1525438,,1776517395.0811603,,200,True,2049.928618066013,
baseline-00402,1024x1024_25,1024,1024,25,700402,1776515345.1662529,,1776517560.4028697,,200,True,2215.236619333038,
baseline-00403,1536x1536_35,1536,1536,35,700403,1776515345.1799977,,1776517410.3359232,,200,True,2065.155927765998,
baseline-00404,1024x1024_25,1024,1024,25,700404,1776515345.1937973,,1776517662.5096989,,200,True,2317.315903560957,
baseline-00405,768x768_20,768,768,20,700405,1776515345.207603,,1776517756.0365043,,200,True,2410.828902733978,
baseline-00406,512x512_20,512,512,20,700406,1776515345.2214925,,1776517201.490779,,200,True,1856.2692888090387,
baseline-00407,1024x1024_25,1024,1024,25,700407,1776515345.2354088,,1776517421.3191798,,200,True,2076.083772543003,
baseline-00408,1024x1024_25,1024,1024,25,700408,1776515345.2493696,,1776517584.679963,,200,True,2239.4305948870024,
baseline-00409,768x768_20,768,768,20,700409,1776515345.263368,,1776517425.101771,,200,True,2079.8384043280967,
baseline-00410,1024x1024_25,1024,1024,25,700410,1776515345.2774107,,1776517686.4947996,,200,True,2341.217390323989,
baseline-00411,1024x1024_25,1024,1024,25,700411,1776515345.2914815,,1776517780.5991213,,200,True,2435.3076415029354,
baseline-00412,1024x1024_25,1024,1024,25,700412,1776515345.3055947,,1776517226.3260927,,200,True,1881.0204999020789,
baseline-00413,768x768_20,768,768,20,700413,1776515345.3197658,,1776517440.0139904,,200,True,2094.6942273020977,
baseline-00414,768x768_20,768,768,20,700414,1776515345.3339834,,1776517600.6210732,,200,True,2255.2870905520394,
baseline-00415,512x512_20,512,512,20,700415,1776515345.348223,,1776517440.7862082,,200,True,2095.4379862839123,
baseline-00416,768x768_20,768,768,20,700416,1776515345.3625307,,1776517701.9874163,,200,True,2356.6248874230077,
baseline-00417,1024x1024_25,1024,1024,25,700417,1776515345.3768942,,1776517805.1792336,,200,True,2459.802341592964,
baseline-00418,1024x1024_25,1024,1024,25,700418,1776515345.3915138,,1776517250.588389,,200,True,1905.1968766140053,
baseline-00419,512x512_20,512,512,20,700419,1776515345.406015,,1776517456.242808,,200,True,2110.8367941929027,
baseline-00420,1024x1024_25,1024,1024,25,700420,1776515345.4205427,,1776517625.054395,,200,True,2279.633854059968,
baseline-00421,1024x1024_25,1024,1024,25,700421,1776515345.4351027,,1776517465.2828836,,200,True,2119.847782613011,
baseline-00422,768x768_20,768,768,20,700422,1776515345.449725,,1776517717.809988,,200,True,2372.3602642179467,
baseline-00423,1024x1024_25,1024,1024,25,700423,1776515345.4643545,,1776517829.3148634,,200,True,2483.850512087927,
baseline-00424,1024x1024_25,1024,1024,25,700424,1776515345.4790437,,1776517274.7448244,,200,True,1929.2657817590516,
baseline-00425,768x768_20,768,768,20,700425,1776515345.4937642,,1776517474.6329687,,200,True,2129.1392056629993,
baseline-00426,1024x1024_25,1024,1024,25,700426,1776515345.5085466,,1776517649.1090899,,200,True,2303.600544780027,
baseline-00427,512x512_20,512,512,20,700427,1776515345.5233727,,1776517480.8346605,,200,True,2135.311289044912,
baseline-00428,1024x1024_25,1024,1024,25,700428,1776515345.5382214,,1776517742.35142,,200,True,2396.8132003989303,
baseline-00429,1024x1024_25,1024,1024,25,700429,1776515345.5531356,,1776517853.4783196,,200,True,2507.925186239998,
baseline-00430,512x512_20,512,512,20,700430,1776515345.5680788,,1776517290.654284,,200,True,1945.0862065859837,
baseline-00431,1024x1024_25,1024,1024,25,700431,1776515345.5830534,,1776517499.1667695,,200,True,2153.5837179309456,
baseline-00432,768x768_20,768,768,20,700432,1776515345.598078,,1776517665.436901,,200,True,2319.8388242749497,
baseline-00433,1536x1536_35,1536,1536,35,700433,1776515345.6131477,,1776517564.9663382,,200,True,2219.353192141978,
baseline-00434,1024x1024_25,1024,1024,25,700434,1776515345.6283035,,1776517766.4018,,200,True,2420.773498096969,
baseline-00435,512x512_20,512,512,20,700435,1776515345.643473,,1776517871.1897268,,200,True,2525.5462556720013,
baseline-00436,768x768_20,768,768,20,700436,1776515345.658695,,1776517307.1346464,,200,True,1961.4759541120147,
baseline-00437,1024x1024_25,1024,1024,25,700437,1776515345.6739583,,1776517523.3631928,,200,True,2177.689236138016,
baseline-00438,1024x1024_25,1024,1024,25,700438,1776515345.689279,,1776517689.9123316,,200,True,2344.223054919974,
baseline-00439,1024x1024_25,1024,1024,25,700439,1776515345.7049284,,1776517588.277749,,200,True,2242.5728220340097,
baseline-00440,1024x1024_25,1024,1024,25,700440,1776515345.7203379,,1776517790.3046882,,200,True,2444.5843514809385,
baseline-00441,1536x1536_35,1536,1536,35,700441,1776515345.7357476,,1776517954.4750128,,200,True,2608.7392667960376,
baseline-00442,1024x1024_25,1024,1024,25,700442,1776515345.7512488,,1776517331.7170742,,200,True,1985.9658269829815,
baseline-00443,1536x1536_35,1536,1536,35,700443,1776515345.7667694,,1776517606.901617,,200,True,2261.134849712951,
baseline-00444,1536x1536_35,1536,1536,35,700444,1776515345.7823439,,1776517773.3721747,,200,True,2427.5898324929876,
baseline-00445,1024x1024_25,1024,1024,25,700445,1776515345.7981608,,1776517612.231371,,200,True,2266.4332117860904,
baseline-00446,1024x1024_25,1024,1024,25,700446,1776515345.8138256,,1776517814.4271066,,200,True,2468.6132826219546,
baseline-00447,1024x1024_25,1024,1024,25,700447,1776515345.8295138,,1776517977.7426848,,200,True,2631.9131723240716,
baseline-00448,1024x1024_25,1024,1024,25,700448,1776515345.8452363,,1776517355.8737285,,200,True,2010.0284935290692,
baseline-00449,1024x1024_25,1024,1024,25,700449,1776515345.8610182,,1776517630.1824844,,200,True,2284.3214683540864,
baseline-00450,1536x1536_35,1536,1536,35,700450,1776515345.8768418,,1776517855.9513426,,200,True,2510.0745038579917,
baseline-00451,1024x1024_25,1024,1024,25,700451,1776515345.8926723,,1776517636.5278146,,200,True,2290.635143933003,
baseline-00452,1024x1024_25,1024,1024,25,700452,1776515345.9085877,,1776517838.3171823,,200,True,2492.408597185975,
baseline-00453,768x768_20,768,768,20,700453,1776515345.9245346,,1776517995.0080843,,200,True,2649.083550813957,
baseline-00454,768x768_20,768,768,20,700454,1776515345.9405332,,1776517372.03479,,200,True,2026.094259914942,
baseline-00455,1024x1024_25,1024,1024,25,700455,1776515345.9565673,,1776517654.2377248,,200,True,2308.28115885891,
baseline-00456,1024x1024_25,1024,1024,25,700456,1776515345.9726744,,1776517879.1962059,,200,True,2533.223533942015,
baseline-00457,1024x1024_25,1024,1024,25,700457,1776515345.988808,,1776517660.7318926,,200,True,2314.7430866089417,
baseline-00458,1024x1024_25,1024,1024,25,700458,1776515346.0049827,,1776517862.5786102,,200,True,2516.5736297350377,
baseline-00459,768x768_20,768,768,20,700459,1776515346.0211942,,1776518012.738673,,200,True,2666.7174800200155,
baseline-00460,512x512_20,512,512,20,700460,1776515346.0374424,,1776517388.2192774,,200,True,2042.181836085976,
baseline-00461,768x768_20,768,768,20,700461,1776515346.053747,,1776517670.7506998,,200,True,2324.6969540319405,
baseline-00462,768x768_20,768,768,20,700462,1776515346.0701299,,1776517895.9022152,,200,True,2549.8320871579926,
baseline-00463,768x768_20,768,768,20,700463,1776515346.0865126,,1776517676.6523836,,200,True,2330.565871983068,
baseline-00464,1024x1024_25,1024,1024,25,700464,1776515346.10294,,1776517886.6242783,,200,True,2540.521340718027,
baseline-00465,512x512_20,512,512,20,700465,1776515346.1193993,,1776518030.3015184,,200,True,2684.1821200679988,
baseline-00466,768x768_20,768,768,20,700466,1776515346.1359224,,1776517404.3226244,,200,True,2058.1867036509793,
baseline-00467,1024x1024_25,1024,1024,25,700467,1776515346.1525145,,1776517695.2456865,,200,True,2349.0931736769853,
baseline-00468,1024x1024_25,1024,1024,25,700468,1776515346.1691086,,1776517920.2598996,,200,True,2574.090792368981,
baseline-00469,512x512_20,512,512,20,700469,1776515346.1857572,,1776517692.718432,,200,True,2346.53267549898,
baseline-00470,1024x1024_25,1024,1024,25,700470,1776515346.2024596,,1776517910.734756,,200,True,2564.5322979789926,
baseline-00471,1024x1024_25,1024,1024,25,700471,1776515346.2192187,,1776518055.098387,,200,True,2708.8791699700523,
baseline-00472,1024x1024_25,1024,1024,25,700472,1776515346.236236,,1776517428.598903,,200,True,2082.3626682590693,
baseline-00473,768x768_20,768,768,20,700473,1776515346.253058,,1776517710.5472054,,200,True,2364.294149716967,
baseline-00474,1024x1024_25,1024,1024,25,700474,1776515346.2699347,,1776517944.572532,,200,True,2598.3025987630244,
baseline-00475,1536x1536_35,1536,1536,35,700475,1776515346.2868528,,1776517776.8456092,,200,True,2430.5587583970046,
baseline-00476,1024x1024_25,1024,1024,25,700476,1776515346.3037999,,1776517934.6302423,,200,True,2588.3264437319012,
baseline-00477,1024x1024_25,1024,1024,25,700477,1776515346.3208256,,1776518079.218515,,200,True,2732.8976918200497,
baseline-00478,1536x1536_35,1536,1536,35,700478,1776515346.337895,,1776517511.786635,,200,True,2165.4487429989967,
baseline-00479,1024x1024_25,1024,1024,25,700479,1776515346.3549843,,1776517735.2090752,,200,True,2388.8540926380083,
